NOC,Year,Bronze,Gold,No medal,Silver,Participants,Events,is_host
MON,1920,0,0,7,0,7,2,0
MON,1924,1,0,8,0,9,4,0
MON,1928,0,0,12,0,12,4,0
MON,1932,0,0,1,0,1,1,0
MON,1936,0,0,11,0,11,2,0
MON,1948,0,0,4,0,4,1,0
MON,1952,0,0,10,0,10,2,0
MON,1960,0,0,13,0,13,3,0
MON,1964,0,0,1,0,1,1,0
MON,1968,0,0,2,0,2,1,0
MON,1972,0,0,5,0,5,2,0
MON,1976,0,0,10,0,10,3,0
MON,1984,0,0,8,0,8,5,0
MON,1988,0,0,9,0,9,7,0
MON,1992,0,0,4,0,4,2,0
MON,1996,0,0,4,0,4,3,0
MON,2000,0,0,4,0,4,4,0
MON,2004,0,0,3,0,3,3,0
MON,2008,0,0,5,0,5,5,0
MON,2012,0,0,6,0,6,6,0
MON,2016,0,0,8,0,8,3,0
MON,2020,0,0,6,0,6,5,0
MON,2024,0,0,6,0,6,6,0
MOZ,1980,0,0,16,0,16,2,0
MOZ,1984,0,0,14,0,14,2,0
MOZ,1988,0,0,12,0,12,3,0
MOZ,1992,0,0,7,0,7,2,0
MOZ,1996,1,0,2,0,3,3,0
MOZ,2000,0,1,3,0,4,2,0
MOZ,2004,0,0,4,0,4,2,0
MOZ,2008,0,0,4,0,4,3,0
MOZ,2012,0,0,6,0,6,4,0
MOZ,2016,0,0,8,0,8,4,0
MOZ,2020,0,0,10,0,10,6,0
MOZ,2024,0,0,7,0,7,5,0
MRI,1984,0,0,7,0,7,1,0
MRI,1988,0,0,11,0,11,5,0
MRI,1992,0,0,22,0,22,4,0
MRI,1996,0,0,36,0,36,6,0
MRI,2000,0,0,26,0,26,8,0
MRI,2004,0,0,9,0,9,5,0
MRI,2008,1,0,10,0,11,7,0
MRI,2012,0,0,11,0,11,7,0
MRI,2016,0,0,11,0,11,7,0
MRI,2020,0,0,8,0,8,6,0
MRI,2024,0,0,12,0,12,7,0
MTN,1984,0,0,2,0,2,1,0
MTN,1988,0,0,7,0,7,2,0
MTN,1992,0,0,6,0,6,1,0
MTN,1996,0,0,4,0,4,1,0
MTN,2000,0,0,2,0,2,1,0
MTN,2004,0,0,2,0,2,1,0
MTN,2008,0,0,2,0,2,1,0
MTN,2012,0,0,2,0,2,1,0
MTN,2016,0,0,2,0,2,1,0
MTN,2020,0,0,2,0,2,1,0
MTN,2024,0,0,2,0,2,2,0
MYA,1948,0,0,5,0,5,3,0
MYA,1952,0,0,5,0,5,2,0
MYA,1956,0,0,12,0,12,4,0
MYA,1960,0,0,10,0,10,5,0
MYA,1964,0,0,12,0,12,5,0
MYA,1968,0,0,4,0,4,2,0
MYA,1972,0,0,19,0,19,4,0
MYA,1980,0,0,2,0,2,2,0
MYA,1984,0,0,1,0,1,1,0
MYA,1988,0,0,3,0,3,1,0
MYA,1992,0,0,5,0,5,2,0
MYA,1996,0,0,3,0,3,2,0
MYA,2000,0,0,7,0,7,4,0
MYA,2004,0,0,2,0,2,2,0
MYA,2008,0,0,7,0,7,5,0
MYA,2012,0,0,6,0,6,5,0
MYA,2016,0,0,8,0,8,5,0
MYA,2020,0,0,2,0,2,2,0
MYA,2024,0,0,2,0,2,2,0
NAM,1992,0,0,8,2,10,3,0
NAM,1996,0,0,8,2,10,4,0
NAM,2000,0,0,16,0,16,6,0
NAM,2004,0,0,10,0,10,5,0
NAM,2008,0,0,11,0,11,4,0
NAM,2012,0,0,9,0,9,5,0
NAM,2016,0,0,11,0,11,4,0
NAM,2020,0,0,10,1,11,6,0
NAM,2024,0,0,4,0,4,4,0
NBO,1956,0,0,2,0,2,1,0
NCA,1968,0,0,16,0,16,3,0
NCA,1972,0,0,10,0,10,3,0
NCA,1976,0,0,25,0,25,6,0
NCA,1980,0,0,6,0,6,3,0
NCA,1984,0,0,5,0,5,2,0
NCA,1992,0,0,9,0,9,6,0
NCA,1996,0,0,28,0,28,5,0
NCA,2000,0,0,6,0,6,5,0
NCA,2004,0,0,6,0,6,3,0
NCA,2008,0,0,7,0,7,4,0
NCA,2012,0,0,6,0,6,4,0
NCA,2016,0,0,5,0,5,4,0
NCA,2020,0,0,8,0,8,6,0
NCA,2024,0,0,7,0,7,6,0
NED,1900,16,3,46,8,73,7,0
NED,1906,5,0,43,1,49,2,0
NED,1908,16,0,202,0,218,11,0
NED,1912,26,0,19,0,45,7,0
NED,1920,25,15,163,10,213,15,0
NED,1924,18,8,219,1,246,17,0
NED,1928,8,20,327,29,384,17,0
NED,1932,1,2,67,10,80,9,0
NED,1936,21,9,190,7,227,15,0
NED,1948,32,8,145,2,187,18,0
NED,1952,0,0,162,18,180,14,0
NED,1956,0,0,1,0,1,1,0
NED,1960,2,0,157,1,160,13,0
NED,1964,16,5,127,10,158,12,0
NED,1968,1,6,126,7,140,11,0
NED,1972,2,3,193,1,199,16,0
NED,1976,12,0,161,2,175,11,0
NED,1980,5,0,106,1,112,10,0
NED,1984,14,20,144,7,185,15,0
NED,1988,36,3,157,6,202,17,0
NED,1992,8,5,224,20,257,20,0
NED,1996,26,38,217,9,290,19,0
NED,2000,23,27,206,29,285,21,0
NED,2004,22,4,187,51,264,22,0
NED,2008,4,39,222,18,283,20,0
NED,2012,19,21,153,29,222,19,0
NED,2016,13,9,282,25,329,23,0
NED,2020,17,33,319,22,391,31,0
NED,2024,26,67,331,25,449,32,0
NEP,1964,0,0,6,0,6,2,0
NEP,1972,0,0,2,0,2,1,0
NEP,1976,0,0,1,0,1,1,0
NEP,1980,0,0,10,0,10,3,0
NEP,1984,0,0,10,0,10,3,0
NEP,1988,0,0,20,0,20,5,0
NEP,1992,0,0,2,0,2,2,0
NEP,1996,0,0,6,0,6,4,0
NEP,2000,0,0,5,0,5,3,0
NEP,2004,0,0,6,0,6,4,0
NEP,2008,0,0,8,0,8,6,0
NEP,2012,0,0,5,0,5,3,0
NEP,2016,0,0,7,0,7,5,0
NEP,2020,0,0,5,0,5,4,0
NEP,2024,0,0,7,0,7,6,0
NFL,1904,0,0,1,0,1,1,0
NGR,1952,0,0,15,0,15,1,0
NGR,1956,0,0,14,0,14,1,0
NGR,1960,0,0,15,0,15,2,0
NGR,1964,1,0,18,0,19,2,0
NGR,1968,0,0,46,0,46,3,0
NGR,1972,1,0,35,0,36,2,0
NGR,1980,0,0,56,0,56,5,0
NGR,1984,4,0,31,1,36,4,0
NGR,1988,0,0,86,0,86,8,0
NGR,1992,4,0,61,7,72,8,0
NGR,1996,3,17,60,4,84,9,0
NGR,2000,0,6,92,2,100,8,0
NGR,2004,8,0,71,0,79,10,0
NGR,2008,7,0,66,16,89,10,0
NGR,2012,0,0,58,0,58,8,0
NGR,2016,18,0,59,0,77,10,0
NGR,2020,1,0,66,1,68,10,0
NGR,2024,0,0,103,0,103,12,0
NIG,1964,0,0,1,0,1,1,0
NIG,1968,0,0,2,0,2,1,0
NIG,1972,1,0,3,0,4,1,0
NIG,1984,0,0,4,0,4,2,0
NIG,1988,0,0,6,0,6,2,0
NIG,1992,0,0,3,0,3,1,0
NIG,1996,0,0,3,0,3,1,0
NIG,2000,0,0,4,0,4,2,0
NIG,2004,0,0,4,0,4,3,0
NIG,2008,0,0,4,0,4,2,0
NIG,2012,0,0,6,0,6,5,0
NIG,2016,0,0,5,1,6,4,0
NIG,2020,0,0,7,0,7,4,0
NIG,2024,0,0,7,0,7,5,0
NOR,1900,3,0,20,6,29,2,0
NOR,1904,0,2,4,0,6,2,0
NOR,1906,0,20,30,5,55,3,0
NOR,1908,3,7,61,32,103,7,0
NOR,1912,34,40,183,6,263,14,0
NOR,1920,27,58,130,52,267,16,0
NOR,1924,3,14,83,5,105,10,0
NOR,1928,1,4,70,4,79,9,0
NOR,1932,0,0,8,0,8,4,0
NOR,1936,15,1,56,12,84,12,0
NOR,1948,11,3,79,4,97,12,0
NOR,1952,0,5,177,8,190,14,0
NOR,1956,2,1,26,0,29,6,0
NOR,1960,0,2,48,0,50,11,0
NOR,1964,0,0,43,0,43,6,0
NOR,1968,0,4,80,2,86,11,0
NOR,1972,4,2,153,2,161,15,0
NOR,1976,0,2,73,4,79,11,0
NOR,1984,3,0,128,1,132,17,0
NOR,1988,0,2,57,20,79,11,0
NOR,1992,1,2,91,20,114,17,0
NOR,1996,18,2,93,3,116,16,0
NOR,2000,19,20,72,4,115,15,0
NOR,2004,2,5,53,0,60,12,0
NOR,2008,1,16,80,5,102,15,0
NOR,2012,1,15,52,1,69,15,0
NOR,2016,19,0,58,0,77,13,0
NOR,2020,16,5,89,2,112,18,0
NOR,2024,4,18,105,1,128,21,0
NRU,1996,0,0,3,0,3,1,0
NRU,2000,0,0,2,0,2,1,0
NRU,2004,0,0,3,0,3,1,0
NRU,2008,0,0,1,0,1,1,0
NRU,2012,0,0,2,0,2,2,0
NRU,2016,0,0,2,0,2,2,0
NRU,2020,0,0,2,0,2,2,0
NRU,2024,0,0,1,0,1,1,0
NZL,1900,0,1,0,0,1,1,0
NZL,1920,1,0,5,0,6,3,0
NZL,1924,1,0,5,0,6,3,0
NZL,1928,0,1,12,0,13,3,0
NZL,1932,0,0,27,2,29,4,0
NZL,1936,0,1,8,0,9,3,0
NZL,1948,0,0,8,0,8,5,0
NZL,1952,2,1,17,0,20,5,0
NZL,1956,0,3,54,0,57,9,0
NZL,1960,1,2,44,0,47,9,0
NZL,1964,2,4,82,0,88,11,0
NZL,1968,2,5,58,0,65,8,0
NZL,1972,1,9,98,4,112,14,0
NZL,1976,9,15,73,1,98,13,0
NZL,1980,0,0,7,0,7,2,0
NZL,1984,6,16,139,1,162,18,0
NZL,1988,16,4,88,4,112,16,0
NZL,1992,5,1,160,9,175,17,0
NZL,1996,4,3,120,2,129,15,0
NZL,2000,3,1,173,0,177,18,0
NZL,2004,0,4,178,2,184,18,0
NZL,2008,9,4,186,2,201,17,0
NZL,2012,15,9,177,3,204,16,0
NZL,2016,5,6,196,25,232,20,0
NZL,2020,8,29,214,28,279,26,0
NZL,2024,7,26,202,18,253,27,0
OMA,1984,0,0,22,0,22,3,0
OMA,1988,0,0,13,0,13,3,0
OMA,1992,0,0,5,0,5,2,0
OMA,1996,0,0,5,0,5,4,0
OMA,2000,0,0,8,0,8,3,0
OMA,2004,0,0,2,0,2,2,0
OMA,2008,0,0,4,0,4,3,0
OMA,2012,0,0,3,0,3,2,0
OMA,2016,0,0,4,0,4,2,0
OMA,2020,0,0,5,0,5,4,0
OMA,2024,0,0,4,0,4,3,0
PAK,1948,0,0,44,0,44,6,0
PAK,1952,0,0,51,0,51,7,0
PAK,1956,0,0,65,14,79,8,0
PAK,1960,1,13,39,0,53,7,0
PAK,1964,0,0,31,16,47,7,0
PAK,1968,0,13,2,0,15,2,0
PAK,1972,0,0,11,15,26,5,0
PAK,1976,16,0,8,0,24,5,0
PAK,1984,0,16,17,0,33,5,0
PAK,1988,1,0,32,0,33,6,0
PAK,1992,16,0,12,0,28,5,0
PAK,1996,0,0,24,0,24,5,0
PAK,2000,0,0,27,0,27,6,0
PAK,2004,0,0,26,0,26,5,0
PAK,2008,0,0,22,0,22,4,0
PAK,2012,0,0,21,0,21,4,0
PAK,2016,0,0,7,0,7,4,0
PAK,2020,0,0,10,0,10,6,0
PAK,2024,0,1,9,0,10,3,0
PAN,1928,0,0,2,0,2,1,0
PAN,1948,2,0,0,0,2,1,0
PAN,1952,0,0,1,0,1,1,0
PAN,1960,0,0,8,0,8,3,0
PAN,1964,0,0,15,0,15,5,0
PAN,1968,0,0,16,0,16,3,0
PAN,1972,0,0,8,0,8,4,0
PAN,1976,0,0,13,0,13,5,0
PAN,1984,0,0,10,0,10,5,0
PAN,1988,0,0,9,0,9,3,0
PAN,1992,0,0,7,0,7,4,0
PAN,1996,0,0,9,0,9,6,0
PAN,2000,0,0,7,0,7,5,0
PAN,2004,0,0,5,0,5,2,0
PAN,2008,0,1,4,0,5,3,0
PAN,2012,0,0,8,0,8,5,0
PAN,2016,0,0,14,0,14,7,0
PAN,2020,0,0,11,0,11,5,0
PAN,2024,0,0,12,1,13,6,0
PAR,1968,0,0,1,0,1,1,0
PAR,1972,0,0,3,0,3,2,0
PAR,1976,0,0,6,0,6,4,0
PAR,1984,0,0,18,0,18,4,0
PAR,1988,0,0,13,0,13,5,0
PAR,1992,0,0,31,0,31,6,0
PAR,1996,0,0,7,0,7,5,0
PAR,2000,0,0,5,0,5,3,0
PAR,2004,0,0,5,17,22,4,0
PAR,2008,0,0,7,0,7,5,0
PAR,2012,0,0,10,0,10,6,0
PAR,2016,0,0,11,0,11,7,0
PAR,2020,0,0,9,0,9,6,0
PAR,2024,0,0,29,0,29,7,0
PER,1900,0,0,2,0,2,1,0
PER,1932,0,0,3,0,3,1,0
PER,1936,0,0,46,0,46,8,0
PER,1948,0,1,48,0,49,7,0
PER,1956,0,0,10,0,10,1,0
PER,1960,0,0,33,0,33,3,0
PER,1964,0,0,40,0,40,5,0
PER,1968,0,0,33,0,33,8,0
PER,1972,0,0,31,0,31,7,0
PER,1976,0,0,14,0,14,2,0
PER,1980,0,0,38,0,38,5,0
PER,1984,0,0,43,1,44,10,0
PER,1988,0,0,14,12,26,7,0
PER,1992,0,0,20,1,21,9,0
PER,1996,0,0,33,0,33,8,0
PER,2000,0,0,22,0,22,7,0
PER,2004,0,0,14,0,14,10,0
PER,2008,0,0,13,0,13,10,0
PER,2012,0,0,16,0,16,9,0
PER,2016,0,0,34,0,34,11,0
PER,2020,0,0,42,0,42,17,0
PER,2024,1,0,31,0,32,10,0
PHI,1924,0,0,2,0,2,1,0
PHI,1928,1,0,5,0,6,2,0
PHI,1932,3,0,5,0,8,3,0
PHI,1936,1,0,39,0,40,6,0
PHI,1948,0,0,31,0,31,8,0
PHI,1952,0,0,28,0,28,7,0
PHI,1956,0,0,48,0,48,7,0
PHI,1960,0,0,49,0,49,7,0
PHI,1964,0,0,69,1,70,10,0
PHI,1968,0,0,89,0,89,10,0
PHI,1972,0,0,79,0,79,11,0
PHI,1976,0,0,22,0,22,6,0
PHI,1984,0,0,32,0,32,6,0
PHI,1988,1,0,41,0,42,11,0
PHI,1992,1,0,37,0,38,9,0
PHI,1996,0,0,17,1,18,6,0
PHI,2000,0,0,22,0,22,9,0
PHI,2004,0,0,21,0,21,6,0
PHI,2008,0,0,17,0,17,8,0
PHI,2012,0,0,11,0,11,8,0
PHI,2016,0,0,12,1,13,8,0
PHI,2020,1,1,23,2,27,11,0
PHI,2024,2,2,40,0,44,9,0
PLE,1996,0,0,1,0,1,1,0
PLE,2000,0,0,2,0,2,2,0
PLE,2004,0,0,3,0,3,2,0
PLE,2008,0,0,4,0,4,2,0
PLE,2012,0,0,5,0,5,3,0
PLE,2016,0,0,6,0,6,4,0
PLE,2020,0,0,5,0,5,4,0
PLE,2024,0,0,8,0,8,6,0
PLW,2000,0,0,5,0,5,3,0
PLW,2004,0,0,4,0,4,3,0
PLW,2008,0,0,5,0,5,3,0
PLW,2012,0,0,5,0,5,4,0
PLW,2016,0,0,6,0,6,4,0
PLW,2020,0,0,3,0,3,2,0
PLW,2024,0,0,3,0,3,2,0
PNG,1976,0,0,9,0,9,3,0
PNG,1984,0,0,12,0,12,2,0
PNG,1988,0,0,15,0,15,4,0
PNG,1992,0,0,19,0,19,4,0
PNG,1996,0,0,17,0,17,3,0
PNG,2000,0,0,5,0,5,3,0
PNG,2004,0,0,6,0,6,3,0
PNG,2008,0,0,9,0,9,5,0
PNG,2012,0,0,8,0,8,5,0
PNG,2016,0,0,8,0,8,6,0
PNG,2020,0,0,8,0,8,5,0
PNG,2024,0,0,7,0,7,5,0
POL,1912,0,0,1,0,1,1,0
POL,1924,1,0,95,4,100,10,0
POL,1928,15,2,126,3,146,11,0
POL,1932,14,3,50,4,71,4,0
POL,1936,6,0,165,6,177,15,0
POL,1948,1,1,50,0,52,5,0
POL,1952,1,1,244,2,248,11,0
POL,1956,9,1,99,9,118,9,0
POL,1960,15,4,277,11,307,17,0
POL,1964,23,10,194,13,240,12,0
POL,1968,30,5,259,2,296,16,0
POL,1972,11,27,372,8,418,22,0
POL,1976,26,18,213,29,286,18,0
POL,1980,22,3,368,25,418,21,0
POL,1988,10,2,171,9,192,19,0
POL,1992,19,5,217,22,263,21,0
POL,1996,7,7,185,8,207,20,0
POL,2000,7,7,216,10,240,20,0
POL,2004,6,4,212,2,224,21,0
POL,2008,1,6,296,13,316,23,0
POL,2012,8,2,244,2,256,24,0
POL,2016,10,3,273,3,289,24,0
POL,2020,8,14,246,14,282,28,0
POL,2024,11,1,284,16,312,28,0
POR,1912,0,0,8,0,8,3,0
POR,1920,0,0,40,0,40,2,0
POR,1924,4,0,43,0,47,8,0
POR,1928,6,0,33,0,39,8,0
POR,1932,0,0,8,0,8,3,0
POR,1936,3,0,23,0,26,5,0
POR,1948,3,0,60,2,65,8,0
POR,1952,2,0,153,0,155,10,0
POR,1956,0,0,18,0,18,2,0
POR,1960,0,0,107,2,109,11,0
POR,1964,0,0,25,0,25,7,0
POR,1968,0,0,33,0,33,6,0
POR,1972,0,0,41,0,41,8,0
POR,1976,0,0,34,2,36,6,0
POR,1980,0,0,18,0,18,6,0
POR,1984,2,1,45,0,48,11,0
POR,1988,0,1,90,0,91,14,0
POR,1992,0,0,115,0,115,14,0
POR,1996,2,1,128,0,131,18,0
POR,2000,2,0,62,0,64,13,0
POR,2004,1,0,90,2,93,16,0
POR,2008,0,1,85,1,87,16,0
POR,2012,0,0,96,2,98,14,0
POR,2016,1,0,105,0,106,17,0
POR,2020,2,1,109,1,113,22,0
POR,2024,1,2,90,2,95,19,0
PRK,1972,13,1,68,1,83,10,0
PRK,1976,0,1,38,1,40,8,0
PRK,1980,2,0,116,3,121,8,0
PRK,1992,6,4,113,0,123,12,0
PRK,1996,2,2,31,1,36,9,0
PRK,2000,3,0,43,1,47,10,0
PRK,2004,1,0,66,4,71,9,0
PRK,2008,3,2,60,1,66,12,0
PRK,2012,2,4,51,0,57,11,0
PRK,2016,2,2,31,3,38,9,0
PRK,2024,4,0,10,4,18,7,0
PUR,1948,1,0,8,0,9,3,0
PUR,1952,0,0,23,0,23,4,0
PUR,1956,0,0,14,0,14,2,0
PUR,1960,0,0,29,0,29,6,0
PUR,1964,0,0,45,0,45,8,0
PUR,1968,0,0,99,0,99,10,0
PUR,1972,0,0,60,0,60,10,0
PUR,1976,1,0,111,0,112,12,0
PUR,1980,0,0,3,0,3,1,0
PUR,1984,1,0,56,1,58,13,0
PUR,1988,0,0,56,0,56,12,0
PUR,1992,1,0,100,0,101,12,0
PUR,1996,1,0,90,0,91,16,0
PUR,2000,0,0,38,0,38,10,0
PUR,2004,0,0,52,0,52,15,0
PUR,2008,0,0,31,0,31,8,0
PUR,2012,1,0,26,1,28,8,0
PUR,2016,0,1,40,0,41,15,0
PUR,2020,0,1,38,0,39,15,0
PUR,2024,2,0,51,0,53,13,0
QAT,1984,0,0,26,0,26,3,0
QAT,1988,0,0,13,0,13,3,0
QAT,1992,1,0,29,0,30,2,0
QAT,1996,0,0,13,0,13,4,0
QAT,2000,1,0,18,0,19,5,0
QAT,2004,0,0,15,0,15,4,0
QAT,2008,0,0,20,0,20,6,0
QAT,2012,2,0,12,0,14,4,0
QAT,2016,0,0,41,1,42,10,0
QAT,2020,2,2,13,0,17,7,0
QAT,2024,1,0,12,0,13,5,0
RHO,1960,0,0,12,0,12,5,0
ROC,2020,28,41,412,80,561,38,0
ROT,2016,0,0,12,0,12,3,0
ROU,1900,0,0,1,0,1,1,0
ROU,1924,16,0,29,0,45,4,0
ROU,1928,0,0,33,0,33,2,0
ROU,1932,0,0,2,0,2,1,0
ROU,1936,0,0,117,1,118,9,0
ROU,1952,2,1,237,1,241,15,0
ROU,1956,10,6,84,3,103,11,0
ROU,1960,11,3,141,1,156,13,0
ROU,1964,10,2,216,4,232,13,0
ROU,1968,9,5,77,9,100,9,0
ROU,1972,27,3,218,10,258,16,0
ROU,1976,23,4,200,28,255,11,0
ROU,1980,46,7,271,15,339,20,0
ROU,1984,35,40,87,31,193,13,0
ROU,1988,16,8,114,34,172,10,0
ROU,1992,14,8,253,31,306,18,0
ROU,1996,15,13,246,10,284,18,0
ROU,2000,13,27,206,6,252,16,0
ROU,2004,11,23,154,5,193,16,0
ROU,2008,16,5,150,1,172,16,0
ROU,2012,6,2,139,8,155,15,0
ROU,2016,10,4,105,2,121,15,0
ROU,2020,0,2,110,7,119,18,0
ROU,2024,2,12,123,7,144,18,0
RSA,1904,0,0,8,0,8,2,0
RSA,1908,0,1,31,1,33,4,0
RSA,1912,0,5,49,2,56,6,0
RSA,1920,6,3,76,12,97,7,0
RSA,1924,1,1,41,1,44,7,0
RSA,1928,5,1,34,0,40,7,0
RSA,1932,3,2,15,0,20,4,0
RSA,1936,0,0,53,1,54,6,0
RSA,1948,2,2,37,2,43,10,0
RSA,1952,4,2,95,8,109,13,0
RSA,1956,7,0,83,0,90,10,0
RSA,1960,2,0,69,1,72,12,0
RSA,1992,0,0,138,3,141,19,0
RSA,1996,1,3,106,1,111,14,0
RSA,2000,3,0,156,2,161,17,0
RSA,2004,3,4,118,3,128,20,0
RSA,2008,0,0,178,1,179,20,0
RSA,2012,1,6,136,2,145,17,0
RSA,2016,14,2,132,7,155,15,0
RSA,2020,0,1,208,2,211,23,0
RSA,2024,14,1,140,6,161,24,0
RUS,1900,0,0,5,0,5,2,0
RUS,1908,0,1,4,2,7,3,0
RUS,1912,9,0,252,5,266,15,0
RUS,1924,0,0,3,0,3,1,0
RUS,1996,34,36,437,45,552,25,0
RUS,2000,54,66,415,67,602,30,0
RUS,2004,95,48,404,46,593,29,0
RUS,2008,53,43,458,46,600,29,0
RUS,2012,51,50,409,39,549,30,0
RUS,2016,35,52,291,28,406,29,0
RWA,1984,0,0,6,0,6,1,0
RWA,1988,0,0,8,0,8,1,0
RWA,1992,0,0,10,0,10,2,0
RWA,1996,0,0,4,0,4,1,0
RWA,2000,0,0,5,0,5,2,0
RWA,2004,0,0,5,0,5,2,0
RWA,2008,0,0,4,0,4,2,0
RWA,2012,0,0,7,0,7,4,0
RWA,2016,0,0,7,0,7,3,0
RWA,2020,0,0,5,0,5,3,0
RWA,2024,0,0,8,0,8,4,0
SAA,1952,0,0,93,0,93,9,0
SAM,1984,0,0,9,0,9,3,0
SAM,1988,0,0,11,0,11,4,0
SAM,1992,0,0,5,0,5,2,0
SAM,1996,0,0,5,0,5,3,0
SAM,2000,0,0,5,0,5,5,0
SAM,2004,0,0,3,0,3,2,0
SAM,2008,0,0,7,0,7,5,0
SAM,2012,0,0,9,0,9,6,0
SAM,2016,0,0,9,0,9,5,0
SAM,2020,0,0,13,0,13,5,0
SAM,2024,0,0,24,0,24,9,0
SCG,1996,13,1,53,12,79,13,0
SCG,2000,13,11,100,1,125,14,0
SCG,2004,0,0,83,13,96,14,0
SEN,1964,0,0,14,0,14,1,0
SEN,1968,0,0,24,0,24,2,0
SEN,1972,0,0,40,0,40,5,0
SEN,1976,0,0,33,0,33,4,0
SEN,1980,0,0,39,0,39,4,0
SEN,1984,0,0,29,0,29,5,0
SEN,1988,0,0,34,1,35,4,0
SEN,1992,0,0,25,0,25,4,0
SEN,1996,0,0,12,0,12,3,0
SEN,2000,0,0,32,0,32,6,0
SEN,2004,0,0,21,0,21,6,0
SEN,2008,0,0,17,0,17,7,0
SEN,2012,0,0,32,0,32,8,0
SEN,2016,0,0,22,0,22,8,0
SEN,2020,0,0,9,0,9,8,0
SEN,2024,0,0,13,0,13,8,0
SEY,1980,0,0,21,0,21,2,0
SEY,1984,0,0,15,0,15,2,0
SEY,1992,0,0,21,0,21,4,0
SEY,1996,0,0,9,0,9,5,0
SEY,2000,0,0,9,0,9,5,0
SEY,2004,0,0,10,0,10,7,0
SEY,2008,0,0,10,0,10,6,0
SEY,2012,0,0,6,0,6,4,0
SEY,2016,0,0,10,0,10,6,0
SEY,2020,0,0,6,0,6,4,0
SEY,2024,0,0,3,0,3,2,0
SGP,1948,0,0,1,0,1,1,0
SGP,1952,0,0,7,0,7,3,0
SGP,1956,0,0,52,0,52,6,0
SGP,1960,0,0,4,1,5,3,0
SGP,1968,0,0,6,0,6,3,0
SGP,1972,0,0,12,0,12,3,0
SGP,1976,0,0,4,0,4,4,0
SGP,1984,0,0,14,0,14,2,0
SGP,1988,0,0,27,0,27,3,0
SGP,1992,0,0,37,0,37,6,0
SGP,1996,0,0,35,0,35,6,0
SGP,2000,0,0,23,0,23,4,0
SGP,2004,0,0,22,0,22,6,0
SGP,2008,0,0,33,3,36,6,0
SGP,2012,4,0,32,0,36,9,0
SGP,2016,0,1,31,0,32,7,0
SGP,2020,0,0,30,0,30,12,0
SGP,2024,1,0,31,0,32,11,0
SKN,1996,0,0,14,0,14,1,0
SKN,2000,0,0,4,0,4,1,0
SKN,2004,0,0,2,0,2,1,0
SKN,2008,0,0,6,0,6,1,0
SKN,2012,0,0,7,0,7,1,0
SKN,2016,0,0,9,0,9,1,0
SKN,2020,0,0,2,0,2,1,0
SKN,2024,0,0,3,0,3,2,0
SLE,1968,0,0,4,0,4,2,0
SLE,1980,0,0,32,0,32,2,0
SLE,1984,0,0,10,0,10,2,0
SLE,1988,0,0,20,0,20,4,0
SLE,1992,0,0,15,0,15,1,0
SLE,1996,0,0,19,0,19,3,0
SLE,2000,0,0,3,0,3,2,0
SLE,2004,0,0,2,0,2,1,0
SLE,2008,0,0,3,0,3,2,0
SLE,2012,0,0,2,0,2,1,0
SLE,2016,0,0,4,0,4,2,0
SLE,2020,0,0,4,0,4,3,0
SLE,2024,0,0,4,0,4,3,0
SLO,1992,6,0,41,0,47,12,0
SLO,1996,0,0,45,2,47,8,0
SLO,2000,0,3,87,0,90,13,0
SLO,2004,3,0,97,2,102,10,0
SLO,2008,2,1,68,2,73,11,0
SLO,2012,3,1,73,1,78,15,0
SLO,2016,1,1,66,2,70,12,0
SLO,2020,1,3,59,1,64,17,0
SLO,2024,0,2,114,1,117,17,0
SMR,1960,0,0,13,0,13,3,0
SMR,1968,0,0,4,0,4,2,0
SMR,1972,0,0,7,0,7,2,0
SMR,1976,0,0,10,0,10,3,0
SMR,1980,0,0,16,0,16,5,0
SMR,1984,0,0,31,0,31,7,0
SMR,1988,0,0,15,0,15,6,0
SMR,1992,0,0,20,0,20,7,0
SMR,1996,0,0,7,0,7,6,0
SMR,2000,0,0,4,0,4,3,0
SMR,2004,0,0,5,0,5,3,0
SMR,2008,0,0,4,0,4,3,0
SMR,2012,0,0,4,0,4,4,0
SMR,2016,0,0,4,0,4,2,0
SMR,2020,2,0,4,2,8,4,0
SMR,2024,0,0,5,0,5,5,0
SOL,1984,0,0,3,0,3,2,0
SOL,1988,0,0,5,0,5,4,0
SOL,1992,0,0,1,0,1,1,0
SOL,1996,0,0,4,0,4,2,0
SOL,2000,0,0,2,0,2,1,0
SOL,2004,0,0,2,0,2,1,0
SOL,2008,0,0,3,0,3,2,0
SOL,2012,0,0,4,0,4,3,0
SOL,2016,0,0,3,0,3,2,0
SOL,2020,0,0,3,0,3,3,0
SOL,2024,0,0,2,0,2,2,0
SOM,1972,0,0,4,0,4,1,0
SOM,1984,0,0,9,0,9,1,0
SOM,1988,0,0,5,0,5,1,0
SOM,1996,0,0,4,0,4,1,0
SOM,2000,0,0,2,0,2,1,0
SOM,2004,0,0,2,0,2,1,0
SOM,2008,0,0,2,0,2,1,0
SOM,2012,0,0,2,0,2,1,0
SOM,2016,0,0,2,0,2,1,0
SOM,2020,0,0,2,0,2,2,0
SOM,2024,0,0,1,0,1,1,0
SRB,1912,0,0,2,0,2,1,0
SRB,2008,14,0,82,1,97,11,0
SRB,2012,14,1,118,1,134,15,0
SRB,2016,13,14,73,27,127,14,0
SRB,2020,19,15,75,1,110,16,0
SRB,2024,12,16,106,1,135,16,0
